Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
1363	7041	6179	8580	9380	7979	1	2	2	2	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	8	8	8	51	443	3564	0	3	5248	9818	5017	5591	9540	4171	9600	4869	1040	2621	5468	9714	7717	2964	1505	1961	6702	5465	5773	3919	7551	6398	0	0	4	0	0	0	4	0	0	4	0	0	0	4	0	0	4	0	0	0	0	0	6571432	0	0	2705005	0	0	0	2319697	0	0	1169268	0	0	0	1030018	0	0	2201043	0	0	0	0	0	2228104	0	0	12854	0	0	0	56841	0	0	162438	0	0	0	177489	0	0	154158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	816	2857	9424	392	2844	1199	5689	4646	5077	294	4633	8963
6318	4851	6238	2013	7327	8518	1	2	2	2	1	0	0	1	0	0	1	0	0	1	1	2	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	2	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	2	1	0	1	1	1	0	0	0	0	0	2	2	2	120	1057	6500	0	3	5055	1985	2789	8129	1791	9213	6790	4118	1007	1209	1729	1007	8174	1371	2826	1625	426	6166	5691	3094	3900	6842	1	0	0	1	0	0	1	0	0	1	1	2	1	0	1	1	1	0	0	0	0	0	19313700	3155857	0	0	301419	0	0	2423729	0	0	561452	2394341	2519371	2355144	0	2592079	371298	3446659	0	0	0	0	0	1780749	13322	0	0	34591	0	0	84461	0	0	189622	210041	269749	19325	0	171148	92003	227887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	6739	6330	7001	393	3946	4586	9453	1921	5363	7346	1969	9336
3820	799	9623	4373	6027	1503	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	527	4835	5684	0	3	2319	9114	5235	8902	6914	5841	9082	1268	3920	1850	6629	6832	5527	832	4266	3112	4448	3664	4870	8214	5847	4228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13511622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13721373	0	0	0	0	0	0	0	362295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9131	950	5198	394	5954	1440	8255	9127	2993	1539	5729	5229
2939	9414	4730	8921	1905	1399	2	27	27	27	21	3	17	17	4	9	17	3	10	12	10	13	18	4	15	18	9	4	0	0	0	1	21	3	17	17	4	9	17	3	10	12	10	13	18	4	15	18	9	4	0	0	0	1	21	3	17	17	4	9	17	3	10	12	10	13	18	4	15	18	9	4	0	0	0	1	36	36	36	108	975	7240	0	88	8349	7955	3242	217	1457	704	4831	9413	6669	829	4789	950	5740	8080	5130	7806	974	5890	7311	1687	2407	4694	30	4	25	24	7	14	24	3	16	18	15	16	26	7	21	23	14	7	0	0	0	1	1004355519	110368537	1403002	203803121	65625479	3618683	13574012	84159897	27523016	43735333	41635200	58499944	54609264	86360542	4646253	106790162	58552108	31311127	10722122	0	0	0	1068229	17769622	2094932	78260	3900069	1195812	207254	328153	1765050	681376	688289	702071	1171975	1111091	1599341	197882	1544606	1148788	567517	101847	0	0	0	66386	16207516	2269585	9113642	10826340	3413594	4241355	12998566	10816507	4356213	10643527	9210239	3957937	16498486	3916960	4336827	9381589	6971985	1966583	0	0	0	0	26	1	16	17	3	1	15	1	5	12	4	4	22	0	8	16	7	1	0	0	0	0	161	9943	6251	3274	395	3531	324	2184	3377	7462	5789	5992	2767
9954	5375	3310	2766	2185	905	1	10	10	10	0	0	0	6	2	0	0	0	0	5	6	3	0	0	0	6	4	1	0	0	0	0	0	0	0	6	2	0	0	0	0	5	6	3	0	0	0	6	4	1	0	0	0	0	0	0	0	6	2	0	0	0	0	5	6	3	0	0	0	6	4	1	0	0	0	0	16	16	16	107	923	9179	0	14	8511	7697	5998	4519	1878	3882	2504	4540	4501	3944	548	8028	8301	1151	8607	1011	682	3274	9727	8886	7876	2619	0	0	0	12	5	0	0	0	0	9	10	8	0	0	0	11	8	1	0	0	0	0	58844928	0	0	0	6502046	1614992	0	0	0	0	7977671	14939396	8472043	0	0	0	17533816	7622805	1623691	0	0	0	0	2925967	0	0	0	132293	155238	0	0	0	0	27798	89161	261863	0	0	0	252120	29485	190390	0	0	0	0	0	0	0	1617571	1458216	0	0	0	0	1610808	1238651	1723253	0	0	0	1531242	1296972	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	1	4	0	0	0	8	2	0	0	0	0	0	26	1015	3548	8960	396	7317	322	3850	3248	2945	3767	7129	2896
1376	904	5147	227	3146	5371	1	17	17	16	12	1	7	13	1	1	14	1	6	8	7	5	11	2	4	13	6	1	0	0	0	1	12	1	7	13	1	1	14	1	6	8	7	5	11	2	4	13	6	1	0	0	0	1	11	0	6	12	0	1	13	0	5	7	6	4	10	1	3	12	5	0	0	0	0	1	35	35	34	63	577	3645	0	30	1218	1020	7377	4296	281	5197	2249	1272	4256	6813	6920	8573	9844	1759	1751	9163	5489	3699	3580	688	570	8179	22	1	15	25	1	2	28	1	13	16	14	9	20	4	9	27	12	1	0	0	0	2	642792833	151597656	2358707	80350330	58939887	275687	3952791	63401828	1327817	32237936	24743543	19848973	23640967	81645043	1218121	14281171	41305185	18804516	1756744	0	0	0	654051	17903740	4722120	70888	2452504	1810492	113640	241731	1960799	205226	1081965	799999	631799	599609	2615392	268393	782010	1114783	555123	120223	0	0	0	157972	9709048	0	6759750	9226737	0	0	9039635	0	5048862	5542362	4979202	4205403	9332867	1869	3576096	7683202	5363819	0	0	0	0	0	12	0	7	8	0	0	11	0	3	5	3	1	12	1	0	13	4	0	0	0	0	0	81	4179	2887	6546	397	9115	3003	6003	1478	1875	4963	7579	2665
6050	393	9273	9215	1953	117	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	5	5	5	18	156	7545	0	1	3042	3907	6789	729	1020	6308	8833	1306	7329	7857	4998	1832	2550	8955	8684	1005	1522	5769	6100	1259	1381	9656	5	5	5	5	0	5	5	5	5	5	5	5	5	5	0	5	5	0	0	0	0	0	61000021	6088169	2769829	466581	6608658	0	0	4205947	4021300	1713700	4730380	3085873	2079462	3151840	2865220	0	2788872	3932153	0	0	0	0	0	7193020	849985	298775	138052	709823	0	0	478732	430054	180529	545519	536050	677677	550509	419055	0	696290	448149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747330	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	2	1	0	0	1	1	0	0	0	0	0	13	7240	4648	3505	398	3721	4120	4302	222	3948	7092	1383	4805
2088	3350	1000	8656	4728	3795	3	31	31	19	14	12	14	11	15	17	14	15	14	12	17	15	12	16	17	14	16	17	0	1	1	1	14	12	14	11	15	17	14	15	14	12	17	15	12	16	17	14	16	17	0	1	1	1	6	6	10	6	8	11	6	8	10	5	8	12	5	9	11	8	10	11	0	0	0	0	26	26	19	142	1239	9716	0	62	2536	4806	8294	2448	4161	3036	1096	642	174	135	3655	184	7006	3493	8156	7981	8677	6199	4150	4287	3033	2232	11	12	15	9	15	15	10	16	14	12	16	14	9	14	16	14	17	18	0	1	1	1	1194246514	51939573	40267510	135266135	37468829	53521587	63138317	44458467	28122315	82296055	44182768	81543045	148578347	30696699	42269759	174507126	53019924	65430943	41581023	0	1213879	248043	280	19892888	974136	606584	2238140	663134	984655	1043349	688698	536491	1586909	1009917	1368675	2477211	587949	542960	2808266	957032	1087063	706482	0	7668	3180	9348	5500904	11384391	10284371	6841832	11757482	14778192	7923001	12247761	13631912	10734676	11077410	15220535	7177995	10373669	14186701	8283880	10497800	10625213	0	0	0	0	6	3	8	6	9	11	8	6	8	8	10	13	8	10	11	11	8	8	0	0	0	0	153	7545	3819	5479	399	2073	1197	7194	2685	2999	2845	4148	1808
795	1193	5051	2614	6616	57	1	6	6	6	4	0	4	4	0	2	5	0	3	3	2	3	5	0	3	4	4	2	1	0	0	1	4	0	4	4	0	2	5	0	3	3	2	3	5	0	3	4	4	2	1	0	0	1	4	0	4	4	0	2	5	0	3	3	2	3	5	0	3	4	4	2	1	0	0	1	13	13	13	67	613	6756	0	12	7771	3647	7151	9228	2094	6538	6307	364	3173	9568	2247	2124	3620	6569	9924	7691	6537	3633	917	4978	1194	3962	8	0	9	8	0	5	11	0	5	6	4	5	11	0	5	10	10	4	2	0	0	2	146525612	15024878	0	30147152	9490910	0	5744963	10116469	0	4468669	6534302	3713111	11356428	6618518	0	10224638	7525891	9366781	3594297	307861	0	0	2365341	3170333	502290	0	1003120	342717	0	66467	512558	0	273148	128295	239651	388171	165797	0	471883	55444	242442	189803	29826	0	0	39666	1632940	0	1958320	1431593	0	953969	1605495	0	947535	1537106	608621	1151020	1118013	0	795527	786872	876593	1496378	0	0	0	0	3	0	3	3	0	0	3	0	0	1	1	0	3	0	0	1	1	0	0	0	0	0	18	1720	2946	7796	400	5978	3521	8602	7292	6759	7741	5854	6386
2005	5324	6291	1482	9826	4343	1	8	8	8	8	4	5	7	4	5	8	4	4	7	5	5	8	4	5	8	5	5	0	1	0	1	8	4	5	7	4	5	8	4	4	7	5	5	8	4	5	8	5	5	0	1	0	1	8	4	5	7	4	5	8	4	4	7	5	5	8	4	5	8	5	5	0	1	0	1	22	22	22	52	443	7083	0	16	359	9565	7492	1364	589	438	5803	4326	2564	7863	1115	3397	9195	9752	8113	7211	2403	7006	5578	1500	9447	4414	22	11	15	20	11	15	22	11	14	18	15	15	22	11	15	22	15	15	0	2	0	3	854602747	88365773	15138961	90961898	64788199	27726606	27597419	70108981	18527952	37032168	49658186	35058139	57654654	48922503	19930941	74343412	60541593	38768786	26747218	0	116601	0	233723	49420380	4917280	1044134	4976745	3573488	1660617	1401051	3635415	907414	2322592	2664188	2115298	3265452	2727483	882259	4147853	3292198	2114167	1498067	0	42462	0	122612	10239843	6142920	6496556	9470159	6988605	6000012	8009974	5830197	8188925	8844846	6693940	5050032	7580404	6074753	6358026	8191512	8676490	6373404	0	0	0	0	6	2	6	6	2	4	9	2	4	6	5	4	7	1	5	6	4	2	0	0	0	0	79	167	1209	4313	401	7764	4474	6932	8312	8789	705	3870	8198
7847	7774	6652	2995	4235	6502	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	2	1	97	863	7905	0	2	2444	5016	9797	2140	6385	2498	9350	2843	2615	3591	3553	5018	9692	4208	9062	68	3505	5319	8985	7726	1721	9397	0	0	1	0	0	0	0	0	1	0	0	3	0	0	3	0	0	2	0	0	0	0	43098412	0	0	9264627	0	0	0	0	0	2520156	0	0	6459018	0	0	27623362	0	0	2642040	0	0	0	0	875818	0	0	133652	0	0	0	0	0	78713	0	0	48285	0	0	39693	0	0	41347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	9816	508	6048	402	2352	8011	6266	3070	3001	1361	5380	4449
4878	5112	4910	851	5370	1551	1	7	7	7	6	1	4	6	2	2	6	2	3	4	3	2	6	3	3	5	3	2	0	2	0	1	6	1	4	6	2	2	6	2	3	4	3	2	6	3	3	5	3	2	0	2	0	1	6	1	4	6	2	2	6	2	3	4	3	2	6	3	3	5	3	2	0	2	0	1	31	30	31	38	360	8707	0	46	3000	1616	6271	4271	9180	9111	6110	2667	5850	1586	2604	194	3790	6755	9027	7079	6217	3141	6057	6616	5893	9275	27	3	21	26	7	8	27	5	16	14	12	8	27	10	11	23	10	8	0	7	0	9	324236542	46236138	4154035	60368427	22455134	6791192	419497	34320947	4832831	22775854	12412380	12031749	7567723	30836008	5520905	4703662	21729400	13588170	3840626	0	1860638	0	2655595	32042085	4550138	498749	6132713	2185276	451754	274647	3217056	322063	2234104	1354246	1014954	1108159	2927136	925191	1861347	2336897	1233930	490761	0	96284	0	12472	4038527	0	4947989	2440774	1997361	0	3771122	2174917	4360575	1658777	2552573	1570479	3142074	1761975	1795040	3028076	3510789	1278131	0	3590385	0	0	8	1	3	6	0	1	7	1	2	1	2	1	5	3	2	4	4	0	0	0	0	0	50	6310	1720	964	403	7437	3707	5814	2700	556	1461	9836	4625
2858	5685	7314	5392	1201	5605	1	7	7	7	3	0	0	4	0	0	3	0	0	3	2	0	3	1	0	3	1	0	0	0	0	0	3	0	0	4	0	0	3	0	0	3	2	0	3	1	0	3	1	0	0	0	0	0	3	0	0	4	0	0	3	0	0	3	2	0	3	1	0	3	1	0	0	0	0	0	19	19	19	64	593	3414	0	11	8625	291	1264	8124	406	7730	6875	2232	9551	544	5583	5818	9426	7446	1886	241	1869	3569	915	7261	961	3328	6	0	0	11	0	0	7	0	0	7	5	0	5	3	0	5	3	0	0	0	0	0	76979267	24159921	0	0	20677607	0	0	17993456	0	0	8269764	4834461	0	16280924	384497	0	8266013	930379	0	0	0	0	0	2992616	970449	0	0	813986	0	0	527764	0	0	204221	164388	0	673699	70283	0	519935	72224	0	0	0	0	0	3054592	0	0	2285760	0	0	3027599	0	0	1597322	1190903	0	1980609	0	0	1392013	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	10	3387	7032	8357	404	2450	2609	2524	470	3877	3729	4080	1409
8552	8940	6760	4794	2472	3047	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	2	2	2	43	380	2863	0	2	7113	2269	5623	486	6250	6321	8631	1077	5883	9055	8968	9487	6013	2702	8902	3569	7819	3581	2433	6159	5416	4593	2	0	0	2	0	0	2	0	0	2	2	0	2	0	0	2	2	2	0	0	0	0	13508814	0	0	0	0	0	0	5891757	0	0	1209559	2374772	0	3769101	0	0	4744364	5616143	145577	0	0	0	0	4367985	0	0	0	0	0	0	1033034	0	0	278915	610401	0	870516	0	0	1012639	638273	143144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302406	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	7234	7420	6935	405	2926	6083	1237	4036	1610	8191	7475	3028
8904	4881	4552	6053	9952	9756	3	20	20	19	18	11	18	18	12	15	17	12	17	16	12	13	17	11	16	16	13	13	4	5	2	4	18	11	18	18	12	15	17	12	17	16	12	13	17	11	16	16	13	13	4	5	2	4	17	10	17	17	12	14	16	11	16	15	11	12	16	10	15	15	12	12	3	4	1	3	59	59	55	37	331	4789	0	221	9221	4682	4275	698	3281	7822	6888	7285	100	8844	7681	6914	113	3705	1506	1523	9681	8595	7288	63	2180	1099	57	32	49	57	34	40	49	35	42	44	35	38	49	32	40	44	40	40	12	16	7	13	4307661645	321605753	36702980	985887557	210497957	55898110	146436709	203688788	50992690	305720375	202436535	170874696	282402207	212445615	59938550	470517273	240050855	176803301	133113915	8921934	6838703	1047266	7970110	238265855	17827053	1980400	54828221	11605880	2977692	8363813	11093016	2915209	17018721	11115875	9465620	15598130	11763447	3348466	26444731	13050393	10030709	7400970	499421	388290	57603	524868	39683893	14170139	67493643	36159883	14258179	33129990	29639351	20981901	44054353	36471641	33152741	29316326	33194150	17142657	35077390	33908254	25628910	33130364	13392982	22434158	2121886	21214272	21	8	23	21	9	7	15	8	17	14	15	10	18	8	14	16	11	10	3	2	0	1	250	1768	6102	288	406	1658	3310	4186	5250	7965	2076	5172	7829
1064	6375	8689	281	120	4984	2	11	11	11	10	0	3	7	0	2	7	0	1	6	2	0	6	0	2	8	4	0	0	0	0	0	10	0	3	7	0	2	7	0	1	6	2	0	6	0	2	8	4	0	0	0	0	0	10	0	3	7	0	2	7	0	1	6	2	0	6	0	2	8	4	0	0	0	0	0	26	26	26	61	556	1646	0	26	3018	9217	6435	4627	786	7047	7628	8516	7768	7954	3250	9768	6493	3592	2475	2901	2876	2842	1925	3798	3127	5162	24	0	8	18	0	5	15	0	4	13	7	0	14	0	5	20	13	0	0	0	0	0	258936431	52741179	0	28150489	30778426	0	3909392	30735094	0	1262229	20001558	3225608	0	24912573	0	9648201	32138423	15234291	0	0	0	0	0	8970292	1594056	0	986427	962555	0	143770	851543	0	216001	443899	129145	0	817159	0	254545	1186137	420341	0	0	0	0	0	4269269	0	3959870	3836456	0	1657622	4260839	0	0	4004843	0	0	3669037	0	3112970	4087256	2525231	0	0	0	0	0	8	0	3	5	0	0	6	0	0	4	1	0	6	0	0	5	1	0	0	0	0	0	40	9288	1921	8426	407	367	5862	5769	445	1518	8921	7600	9622
9472	9482	7686	1933	5648	3760	1	2	2	2	2	0	1	2	0	0	1	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	2	0	1	2	0	0	1	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	2	0	1	2	0	0	1	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	9	9	9	34	302	4957	0	11	4929	4079	2433	4801	7766	6652	7328	5669	2885	9146	341	5754	435	9927	8100	8355	4145	797	6852	8593	6880	8888	9	0	4	9	0	0	4	0	4	4	0	4	0	0	4	9	0	0	0	0	0	0	46461742	11050211	0	9015132	5824386	0	0	470749	0	4083437	2438673	0	3325263	0	0	9937903	0	0	0	0	0	0	0	1412390	770827	0	665244	434859	0	0	231822	0	352529	97847	0	21059	0	0	307200	0	0	0	0	0	0	0	1339129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	12	7328	8780	6612	408	7539	5209	6447	487	50	51	4860	8734
9365	7312	119	1505	5321	8406	1	3	3	3	2	0	2	2	0	0	2	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	2	0	2	2	0	0	2	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	2	0	2	2	0	0	2	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	11	11	11	57	514	9593	0	8	8327	2964	1482	2558	7498	5478	8425	1754	594	6697	6761	139	1920	3663	3533	3225	9833	6855	6362	147	9990	3992	5	0	8	5	0	0	5	0	0	2	0	0	5	3	0	2	2	0	0	0	0	0	43437263	5989174	0	16705141	4666527	0	0	11529520	0	0	2366110	0	0	4444495	879859	0	3995917	4059764	0	0	0	0	0	11989754	1202829	0	3022087	1267234	0	0	1848359	0	0	746693	0	0	1178226	270534	0	1116733	269701	0	0	0	0	0	892396	0	0	1169525	0	0	1217178	0	0	0	0	0	829347	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	12	4660	8311	8195	409	7094	7320	3562	1649	126	8949	3150	554
